uri,uri_code,pollutant_name,pollutant_code,definition,status
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5524,5524,"Benzo(b)naphtho(2,1-d)thiophene in PM10 (aerosol)","Benzo(b)naphtho(2,1-d)thiophene in PM10","Benzo(b)naphtho(2,1-d)thiophene in PM10 - recommended unit: ng/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5525,5525,Benzo(c)phenanthrene in PM10 (aerosol),Benzo(c)phenanthrene in PM10,Benzo(c)phenanthrene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5526,5526,Cholanthrene in PM10 (aerosol),Cholanthrene in PM10,Cholanthrene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5527,5527,Dibenzo(ac)anthracene in PM10 (aerosol),Dibenzo(ac)anthracene in PM10,Dibenzo(ac)anthracene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5528,5528,Dibenzo(al)pyrene in PM10 (aerosol),Dibenzo(al)pyrene in PM10,Dibenzo(al)pyrene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5580,5580,Benzo(b+j)fluoranthene in PM10 (air+aerosol),Benzo(b+j)fluoranthene in PM10,Benzo(b+j)fluoranthene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5606,5606,Anthracene in PM10 (aerosol),Anthracene in PM10 (aerosol),Anthracene in PM10 (aerosol)  - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5609,5609,Benzo(a)anthracene in PM10 (air+aerosol),Benzo(a)anthracene in PM10,Benzo(a)anthracene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5610,5610,Benzo(a)anthracene in PM10 (aerosol),Benzo(a)anthracene in PM10,Benzo(a)anthracene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5616,5616,Benzo(b)fluoranthene in PM10 (air+aerosol),Benzo(b)fluoranthene in PM10,Benzo(b)fluoranthene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5617,5617,Benzo(b)fluoranthene in PM10 (aerosol),Benzo(b)fluoranthene in PM10,Benzo(b)fluoranthene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5622,5622,5-Methyl Chrysene in PM10 (air+aerosol),5-Methyl Chrysene in PM10,5-Methyl Chrysene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5623,5623,Benzo(ghi)perylene in PM10 (aerosol),Benzo(ghi)perylene in PM10,Benzo(ghi)perylene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5624,5624,"Benzo(b)naphtho(2,1-d)thiophene in PM10 (air+aerosol)","Benzo(b)naphtho(2,1-d)thiophene in PM10","Benzo(b)naphtho(2,1-d)thiophene in PM10 - recommended unit: ng/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5625,5625,Benzo(k)fluoranthene in PM10 (air+aerosol),Benzo(k)fluoranthene in PM10,Benzo(k)fluoranthene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5626,5626,Benzo(k)fluoranthene in PM10 (aerosol),Benzo(k)fluoranthene in PM10,Benzo(k)fluoranthene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5627,5627,Dibenzo(ac)anthracene in PM10 (air+aerosol),Dibenzo(ac)anthracene in PM10,Dibenzo(ac)anthracene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5628,5628,Dibenzo(al)pyrene in PM10 (air+aerosol),Dibenzo(al)pyrene in PM10,Dibenzo(al)pyrene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5629,5629,calcium in PM10 (aerosol),Ca2+ in PM10,Ca2+ in PM10 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5631,5631,chloride in PM10 (aerosol),Cl- in PM10,Cl- in PM10 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5633,5633,Dibenzo(ah+ac)anthracene in PM10 (aerosol),Dibenzo(ah+ac)anthracene in PM10,Dibenzo(ah+ac)anthracene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5636,5636,Dibenzo(ae)pyrene in PM10 (aerosol),Dibenzo(ae)pyrene in PM10,Dibenzo(ae)pyrene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5637,5637,Dibenzo(ah)pyrene in PM10 (aerosol),Dibenzo(ah)pyrene in PM10,Dibenzo(ah)pyrene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5639,5639,Dibenzo(ai)pyrene in PM10 (aerosol),Dibenzo(ai)pyrene in PM10,Dibenzo(ai)pyrene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5643,5643,Fluoranthene in PM10 (aerosol),Fluoranthene in PM10 (aerosol),Fluoranthene in PM10 (aerosol),valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5654,5654,indeno_123cd_pyrene in PM10 (air+aerosol),"Indeno-(1,2,3-cd)pyrene in PM","Indeno-(1,2,3-cd)pyrene in PM - recommended unit: ng/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5655,5655,indeno_123cd_pyrene in PM10 (aerosol),"Indeno-(1,2,3-cd)pyrene in PM","Indeno-(1,2,3-cd)pyrene in PM - recommended unit: ng/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5657,5657,potassium in PM10 (aerosol),K+ in PM10,K+ in PM10 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5659,5659,magnesium in PM10 (aerosol),Mg2+ in PM10,Mg2+ in PM10 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5668,5668,sodium in PM10 (aerosol),Na+  in PM10,Na+ in PM10 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5712,5712,Phenanthrene in PM10 (aerosol),Phenanthrene in PM10 (aerosol),Phenanthrene in PM10 (aerosol)  - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5715,5715,Pyrene in PM10 (aerosol),Pyrene in PM10 (aerosol),Pyrene in PM10 (aerosol)  - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5725,5725,Benzo(c)phenanthrene in PM10 (air+aerosol),Benzo(c)phenanthrene in PM10,Benzo(c)phenanthrene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5733,5733,Dibenzo(ah+ac)anthracene in PM10 (air+aerosol),Dibenzo(ah+ac)anthracene in PM10,Dibenzo(ah+ac)anthracene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5759,5759,Benzo(j)fluoranthene in PM10 (aerosol),Benzo(j)fluoranthene in PM10,Benzo(j)fluoranthene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5762,5762,Benzo(j)fluoranthene in PM10 (air+aerosol),Benzo(j)fluoranthene in PM10,Benzo(j)fluoranthene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5763,5763,Dibenzo(ah)anthracene in PM10 (air+aerosol),Dibenzo(ah)anthracene in PM10,Dibenzo(ah)anthracene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5771,5771,Elemental carbon in PM10 (aerosol),EC in PM10,EC in PM10 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5772,5772,Organic carbon in PM10 (aerosol),OC in PM10,OC in PM10 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6,6,Black smoke (air),BS,BS - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,6001,Particulate matter < 2.5 µm (aerosol),PM2.5,PM2.5 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6002,6002,Particulate matter < 1 µm (aerosol),PM1,PM1 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6003,6003,Ultra Fine Particles (UFPs) -  recommended unit: particles.cm-3,UFPs,"Ultra Fine Particles (UFPs) means particles with a diameter less than or equal to 100 nanometers (10^-9 m), where UFP are measured as the particle number concentrations per cubic centimetre for a size range with a lower limit of 10 nm and for a size range with no restriction on the upper limit",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6004,6004,PNSD - Particle Number Size Distribution,PNSD,"particle number size distribution (PNSD) is the frequency distribution of the particle number concentration represented as a function of the logarithm of particle size, such that the area under the distribution between two sizes is the number concentration of that size range.",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6005,6005,1-Butene (air),H2C=CH-CH2-CH3,H2C=CH-CH2-CH3 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6006,6006,trans-2-Butene (air),trans-H3C-CH=CH-CH3,trans-H3C-CH=CH-CH3 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6007,6007,cis-2-Butene (air),cis-H3C-CH=CH-CH3,cis-H3C-CH=CH-CH3 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6008,6008,1-Pentene (air),H2C=CH-CH2-CH2-CH3,H2C=CH-CH2-CH2-CH3 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6009,6009,2-Pentene (air),H3C-HC=CH-CH2-CH3,H3C-HC=CH-CH2-CH3 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/601,601,N3methylphenanthrene (air+aerosol),3-methylphenantrene,3-methylphenantrene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6011,6011,"1,2,4-Trimethylbenzene (air)","1,2,4-C6H3(CH3)3","1,2,4-C6H3(CH3)3 - recommended unit: µg/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6012,6012,"1,2,3-Trimethylbenzene (air)","1,2,3-C6H3(CH3)3","1,2,3-C6H3(CH3)3 - recommended unit: µg/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6013,6013,"1,3,5-Trimethylbenzene (air)","1,3,5-C6H3(CH3)3","1,3,5-C6H3(CH3)3 - recommended unit: µg/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6015,6015,Benzo(a)pyrene (air+aerosol),BaP,BaP - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6016,6016,1-Hexene (air),C6H12,C6H12 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6017,6017,Butyl acetate (air),C6H12O2,Butyl acetate (air) - C6H12O2 - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/602,602,N9methylphenanthrene (air+aerosol),9-methylphenantrene,9-methylphenantrene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6023,6023,Ultra Fine Particles (UFPs) with a lower limit of 3 nanometers and no restriction on the upper limit - recommended unit: particles.cm-3,UFPs >3nm,"Ultra Fine Particles (UFPs) means particles with a diameter less than or equal to 100 nanometers (10^-9 m), where UFP are measured as the particle number concentrations per cubic centimetre for a size range with a lower limit of 3 nm and for a size range with no restriction on the upper limit - PLEASE USE /6003 FOR REPORTING UFP ACCORDING TO RECAST EU 2024/2881",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6024,6024,Ultra Fine Particles (UFPs) with a lower limit of 4 nanometers and no restriction on the upper limit - recommended unit: particles.cm-3,UFPs >4nm,"Ultra Fine Particles (UFPs) means particles with a diameter less than or equal to 100 nanometers (10^-9 m), where UFP are measured as the particle number concentrations per cubic centimetre for a size range with a lower limit of 4 nm and for a size range with no restriction on the upper limit - PLEASE USE /6003 FOR REPORTING UFP ACCORDING TO RECAST EU 2024/2881",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6027,6027,Ultra Fine Particles (UFPs) with a lower limit of 7 nanometers and no restriction on the upper limit - recommended unit: particles.cm-3,UFPs >7nm,"Ultra Fine Particles (UFPs) means particles with a diameter less than or equal to 100 nanometers (10^-9 m), where UFP are measured as the particle number concentrations per cubic centimetre for a size range with a lower limit of 7 nm and for a size range with no restriction on the upper limit - PLEASE USE /6003 FOR REPORTING UFP ACCORDING TO RECAST EU 2024/2881",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/604,604,aluminium (aerosol),Al,Al - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/605,605,aluminium (precip),Al,Al - recommended unit: µg/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/606,606,anthracene (air+aerosol),Anthracene,Anthracene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/607,607,anthracene (precip),Anthracene,Anthracene - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/608,608,anthracene (precip+dry_dep),Anthracene,Anthracene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/609,609,Benzo(a)anthracene (air+aerosol),Benzo(a)anthracene,Benzo(a)anthracene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/610,610,Benzo(a)anthracene (precip),Benzo(a)anthracene,Benzo(a)anthracene - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/611,611,Benzo(a)anthracene (precip+dry_dep),Benzo(a)anthracene,Benzo(a)anthracene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/613,613,Benzo(a)fluorene (air+aerosol),Benzo(a)fluorene,Benzo(a)fluorene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/616,616,Benzo(b)fluoranthene (air+aerosol),Benzo(b)fluoranthene,Benzo(b)fluoranthene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/617,617,Benzo(b)fluoranthene (precip),Benzo(b)fluoranthene,Benzo(b)fluoranthene - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/618,618,Benzo(b)fluoranthene (precip+dry_dep),Benzo(b)fluoranthene,Benzo(b)fluoranthene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/619,619,Benzo(b)fluorene (air+aerosol),Benzo(b)fluorene,Benzo(b)fluorene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/62,62,Fluoride (except HF) (air),Fluor (except HF),Fluor (except HF) - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/620,620,Benzo(ghi)fluoranthene (air+aerosol),Benzo(ghi)fluoranthene,Benzo(ghi)fluoranthene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/621,621,Benzo(ghi)fluoranthene (precip),Benzo(ghi)fluoranthene,Benzo(ghi)fluoranthene - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/622,622,Benzo(ghi)perylene (air+aerosol),Benzo(ghi)perylene,Benzo(ghi)perylene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/623,623,Benzo(ghi)perylene (precip),Benzo(ghi)perylene,Benzo(ghi)perylene - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/624,624,Benzo(ghi)perylene (precip+dry_dep),Benzo(ghi)perylene,Benzo(ghi)perylene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/625,625,Benzo(k)fluoranthene (air+aerosol),Benzo(k)fluoranthene,Benzo(k)fluoranthene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/626,626,Benzo(k)fluoranthene (precip),Benzo(k)fluoranthene,Benzo(k)fluoranthene - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/627,627,Benzo(k)fluoranthene (precip+dry_dep),Benzo(k)fluoranthene,Benzo(k)fluoranthene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/629,629,calcium (aerosol),Ca++,Ca++ - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/63,63,Zinc (aerosol),Zn,Zn - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/630,630,calcium (precip),Ca++,Ca++ - recommended unit: mg/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/631,631,chloride (aerosol),Cl-,Cl- - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/632,632,chloride (precip),Cl-,Cl- - recommended unit: mg/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/633,633,Dibenz(ac+ah)anthracenes (air+aerosol),Dibenz(ac+ah)anthracenes,Dibenz(ac+ah)anthracenes - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/634,634,Dibenz(ac+ah)anthracenes (precip) - PLEASE use .../418,Dibenz(ac+ah)anthracenes,Dibenz(ac+ah)anthracenes - recommended unit: ng/l,retired
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/635,635,Dibenz(ah)anthracene (precip) - please use .../419,Dibenz(ah)anthracene,Dibenz(ah)anthracene - recommended unit: ng/l,retired
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/636,636,Dibenzo(ae)pyrene (air+aerosol),Dibenzo(ae)pyrene,Dibenzo(ae)pyrene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/637,637,Dibenzo(ah)pyrene (air+aerosol),Dibenzo(ah)pyrene,Dibenzo(ah)pyrene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/638,638,Dibenzo(ai)pyrene (air+aerosol),Dibenzo(ai)pyrene,Dibenzo(ai)pyrene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6380,6380,"Benzo(b,j,k)fluoranthene in PM10 (air+aerosol)","Benzo(b,j,k)fluorantheneInPM1","Benzo(b,j,k)fluorantheneInPM1 - recommended unit: ng/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6382,6382,Benzo(k+j)fluoranthene in PM10 (air+aerosol),Benzo(k+j)fluoranthene,Benzo(k+j)fluoranthene in PM10 - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/639,639,Dibenzo(ai)pyrene (precip),Dibenzo(ai)pyrene,Dibenzo(ai)pyrene - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/64,64,Cobalt (aerosol),Co,Co - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/640,640,dieldrin (air+aerosol),Dieldrin,Dieldrin - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6400,6400,Volatile PM10,VPM10,The volatile fraction of PM10 - recommended units ug/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6401,6401,Non-volatile PM10,NVPM10,The non-volatile fraction of a PM10 measurement - recommended units ug/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/641,641,dieldrin (precip),Dieldrin,Dieldrin - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6410,6410,Volatile PM2.5,VPM2.5,The volatile fraction of a PM2.5 measurememt - recommended units ug/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6411,6411,Non-volatile PM2.5,NVPM2.5,The non-volatile fraction of a PM2.5 measurement - recommended units ug/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6420,6420,Volatile PM1,VPM1,The volitile fraction of a PM1 measurement - recommended units ug/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6421,6421,Non-volatile PM1,NVPM1,The non-volatile fraction of a PM1 measurement - recommended units ug/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/643,643,fluoranthene (air+aerosol),Fluoranthene,Fluoranthene - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/644,644,fluoranthene (precip),Fluoranthene,Fluoranthene - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/645,645,fluoranthene (precip+dry_dep),Fluoranthene,Fluoranthene - recommended unit: µg/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/648,648,acidity(H+) (precip),H+,H+ - recommended unit: ue H/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/649,649,HCB (air+aerosol),HCB,HCB - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/65,65,Iron (aerosol),Fe,Fe - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/650,650,HCB (precip),HCB,HCB - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/652,652,heptachlor_epoxide (precip),Heptachlor Epoxide,Heptachlor Epoxide - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/653,653,reactive_mercury (air+aerosol),Hg-reactive,Hg-reactive - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/654,654,indeno_123cd_pyrene (air+aerosol),"Indeno-(1,2,3-cd)pyrene","Indeno-(1,2,3-cd)pyrene - recommended unit: ng/m3",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/655,655,indeno_123cd_pyrene (precip),"Indeno-(1,2,3-cd)pyrene","Indeno-(1,2,3-cd)pyrene - recommended unit: ng/l",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/656,656,indeno_123cd_pyrene (precip+dry_dep),"Indeno-(1,2,3-cd)pyrene","Indeno-(1,2,3-cd)pyrene - recommended unit: µg/m2/day",valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/657,657,potassium (aerosol),K+,K+ - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/658,658,potassium (precip),K+,K+ - recommended unit: mg/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/659,659,magnesium (aerosol),Mg++,Mg++ - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/66,66,Back scattering (),Back scattering,Back scattering - recommended unit: m-1,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/660,660,magnesium (precip),Mg++,Mg++ - recommended unit: mg/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/661,661,molybdenum (aerosol),Mo,Mo - recommended unit: ng/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/664,664,ammonium (precip),NH4+,NH4+ - recommended unit: mg N/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/666,666,nitrate (precip),NO3-,NO3- - recommended unit: mg N/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/667,667,Kjeldahl nitrogen (precip),Kj-N,Kj-N in precipitation - recommended unit: mg N/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/668,668,sodium (aerosol),Na+,Na+ - recommended unit: µg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/669,669,sodium (precip),Na+,Na+ - recommended unit: mg/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/67,67,Total nitrate (air+aerosol),HNO3+NO3,HNO3+NO3 - recommended unit: µg N/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/670,670,PCB_101 (air+aerosol),PCB-101,PCB-101 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/671,671,PCB_101 (precip),PCB-101,PCB-101 - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/672,672,PCB_101 (precip+dry_dep),PCB-101,PCB-101 - recommended unit: ng/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/673,673,PCB_114 (air+aerosol),PCB-114,PCB-114 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/674,674,PCB_118 (air+aerosol),PCB-118,PCB-118 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/675,675,PCB_118 (precip),PCB-118,PCB-118 - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/676,676,PCB_118 (precip+dry_dep),PCB-118,PCB-118 - recommended unit: ng/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/677,677,PCB_138 (air+aerosol),PCB-138,PCB-138 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/678,678,PCB_138 (precip+dry_dep),PCB-138,PCB-138 - recommended unit: ng/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/679,679,PCB_141 (air+aerosol),PCB-141,PCB-141 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/68,68,Total ammonium (air+aerosol),NH3+NH4,NH3+NH4 - recommended unit: µg N/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/680,680,PCB_153 (air+aerosol),PCB-153,PCB-153 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/681,681,PCB_153 (precip),PCB-153,PCB-153 - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/682,682,PCB_153 (precip+dry_dep),PCB-153,PCB-153 - recommended unit: ng/m2/day,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/683,683,PCB_157 (air+aerosol),PCB-157,PCB-157 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/684,684,PCB_167 (air+aerosol),PCB-167,PCB-167 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/685,685,PCB_170 (air+aerosol),PCB-170,PCB-170 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/686,686,PCB_180 (air+aerosol),PCB-180,PCB-180 - recommended unit: pg/m3,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/687,687,PCB_180 (precip),PCB-180,PCB-180 - recommended unit: ng/l,valid
http://dd.eionet.europa.eu/vocabulary/aq/pollutant/688,688,PCB_180 (precip+dry_dep),PCB-180,PCB-180 - recommended unit: ng/m2/day,valid
