SiteCode,SiteName,SpeciesCode,SpeciesDescription,ObjectiveType,Value,Unit,Guideline,Period,SiteSpeciesCount,SpeciesFrequency
KT4,Kingston Upon Thames - Tolworth Broadway,PM10,PM10 Particulate,N/A,0,N/A,N/A,N/A,4,6768
KT4,Kingston Upon Thames - Tolworth Broadway,PM10,PM10 Particulate,N/A,1,N/A,N/A,N/A,4,6768
KT4,Kingston Upon Thames - Tolworth Broadway,PM10,PM10 Particulate,N/A,69,N/A,N/A,N/A,4,6768
KT4,Kingston Upon Thames - Tolworth Broadway,PM10,PM10 Particulate,N/A,94,N/A,N/A,N/A,4,6768
KT4,Kingston Upon Thames - Tolworth Broadway,PM10,PM10 Particulate,N/A,97,N/A,N/A,N/A,4,6768
KT4,Kingston Upon Thames - Tolworth Broadway,PM10,PM10 Particulate,N/A,97,N/A,N/A,N/A,4,6768
KT4,Kingston Upon Thames - Tolworth Broadway,PM10,PM10 Particulate,N/A,96,N/A,N/A,N/A,4,6768
KT4,Kingston Upon Thames - Tolworth Broadway,PM10,PM10 Particulate,N/A,85,N/A,N/A,N/A,4,6768
KT4,Kingston Upon Thames - Tolworth Broadway,PM10,PM10 Particulate,N/A,67,N/A,N/A,N/A,4,6768
KT4,Kingston Upon Thames - Tolworth Broadway,PM10,PM10 Particulate,N/A,21,N/A,N/A,N/A,4,6768
KT4,Kingston Upon Thames - Tolworth Broadway,PM25,PM2.5 Particulate,N/A,9,N/A,N/A,N/A,4,804
KT4,Kingston Upon Thames - Tolworth Broadway,PM25,PM2.5 Particulate,N/A,9,N/A,N/A,N/A,4,804
KT4,Kingston Upon Thames - Tolworth Broadway,PM25,PM2.5 Particulate,N/A,9,N/A,N/A,N/A,4,804
KT4,Kingston Upon Thames - Tolworth Broadway,PM25,PM2.5 Particulate,N/A,55,N/A,N/A,N/A,4,804
KT4,Kingston Upon Thames - Tolworth Broadway,PM25,PM2.5 Particulate,N/A,91,N/A,N/A,N/A,4,804
KT4,Kingston Upon Thames - Tolworth Broadway,PM25,PM2.5 Particulate,N/A,36,N/A,N/A,N/A,4,804
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,30,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,26,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,24,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,28,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,30,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,28,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,24,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,15,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,15,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,9,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,13,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,21,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,16,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,4,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,70,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,99,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,99,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,98,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,98,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,98,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,DUST,PM10 (not reference equiv.),N/A,44,N/A,N/A,N/A,3,3912
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,1,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,5,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,55,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,57,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,45,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,51,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,43,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,35,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,32,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,73,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,99,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,93,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,96,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,100,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,99,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,NO2,Nitrogen Dioxide,N/A,47,N/A,N/A,N/A,3,8076
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,30,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,26,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,24,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,28,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,30,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,29,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,24,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,15,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,15,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,9,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,13,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,21,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,16,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,4,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,70,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,99,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,99,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,98,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,98,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,98,N/A,N/A,N/A,3,6768
KT5,Kingston Upon Thames - Cromwell Road,PM10,PM10 Particulate,N/A,44,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,22,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,20,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,18,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,18,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,17,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,16,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,15,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,2,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,4,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,2,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,1,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,1,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,2,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,0,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,80,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,99,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,97,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,98,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,77,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,91,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,DUST,PM10 (not reference equiv.),N/A,45,N/A,N/A,N/A,3,3912
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,36,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,33,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,25,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,26,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,25,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,19,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,17,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,80,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,99,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,100,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,100,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,97,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,100,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,NO2,Nitrogen Dioxide,N/A,45,N/A,N/A,N/A,3,8076
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,22,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,20,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,18,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,18,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,17,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,16,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,15,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,2,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,4,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,2,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,1,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,1,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,2,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,0,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,80,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,99,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,97,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,98,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,77,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,91,N/A,N/A,N/A,3,6768
KT6,Kingston Upon Thames - Kingston Vale,PM10,PM10 Particulate,N/A,45,N/A,N/A,N/A,3,6768
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,15,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,16,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,19,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,16,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,20,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,19,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,15,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,12,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,11,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,12,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,12,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,0,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,0,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,0,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,1,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,0,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,2,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,3,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,0,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,0,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,0,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,0,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,44,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,93,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,56,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,95,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,96,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,67,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,89,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,87,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,96,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,100,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,DUST,PM10 (not reference equiv.),N/A,14,N/A,N/A,N/A,2,3912
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,20,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,22,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,25,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,23,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,24,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,22,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,19,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,18,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,16,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,15,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,15,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,14,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,0,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,10,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,28,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,13,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,18,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,11,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,8,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,6,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,5,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,1,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,5,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,0,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,41,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,83,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,98,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,95,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,91,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,69,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,87,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,76,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,98,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,96,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,93,N/A,N/A,N/A,2,6768
KX4,Camden - Coopers Lane,PM10,PM10 Particulate,N/A,41,N/A,N/A,N/A,2,6768
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,26,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,28,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,25,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,28,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,22,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,20,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,20,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,21,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,23,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,8,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,18,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,11,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,1,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,3,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,94,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,90,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,87,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,86,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,75,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,55,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,DUST,PM10 (not reference equiv.),N/A,81,N/A,N/A,N/A,4,3912
LB1,Lambeth - Christchurch Road,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,4,8076
LB1,Lambeth - Christchurch Road,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,4,8076
LB1,Lambeth - Christchurch Road,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,4,8076
LB1,Lambeth - Christchurch Road,NO2,Nitrogen Dioxide,N/A,1,N/A,N/A,N/A,4,8076
